Name,Rating,Visitors,Historical,Natural,Amusement,Beach,State,Country,Description,City,Opening Hours
Gangotri,4.8,20000,5,2,2,0,Uttarakhand,India,A town known for its religious significance.,Gangotri,6:00 AM - 6:00 PM
Yamunotri,4.6,15000,5,2,2,0,Uttarakhand,India,A town known for its temple dedicated to Goddess Yamuna.,Yamunotri,6:00 AM - 6:00 PM
Pithoragarh,4.7,10000,2,5,2,0,Uttarakhand,India,A town known for its scenic beauty and cultural heritage.,Pithoragarh,24 hours
Tehri Dam,4.8,9000,2,5,2,0,Uttarakhand,India,A dam known for its scenic beauty and water sports.,Tehri,24 hours
Bhimtal,4.7,8000,2,5,2,0,Uttarakhand,India,A town known for its lakes and natural beauty.,Bhimtal,24 hours
Naukuchiatal,4.6,7000,2,5,2,0,Uttarakhand,India,A town known for its lake and natural beauty.,Naukuchiatal,24 hours
Jageshwar,4.8,6000,5,5,2,0,Uttarakhand,India,A town known for its ancient temples.,Jageshwar,6:00 AM - 6:00 PM
Binsar,4.7,5000,2,5,2,0,Uttarakhand,India,A town known for its wildlife sanctuary.,Binsar,24 hours
Hemkund Sahib,4.6,4000,5,5,2,0,Uttarakhand,India,A town known for its Sikh pilgrimage site.,Hemkund,6:00 AM - 6:00 PM
Guptakashi,4.8,3000,2,5,2,0,Uttarakhand,India,A town known for its temples and natural beauty.,Guptakashi,24 hours
Pangot,4.7,2000,2,5,2,0,Uttarakhand,India,A town known for its bird watching spots.,Pangot,24 hours
Sattal,4.6,1000,2,5,2,0,Uttarakhand,India,A town known for its seven interconnected lakes.,Sattal,24 hours
Chitrakote Falls,4.9,900000,2,5,2,0,Chhattisgarh,India,A scenic waterfall located in Bastar.,Jagdalpur,6:00 AM - 6:00 PM
Barnawapara Wildlife Sanctuary,4.8,800000,2,5,2,0,Chhattisgarh,India,A wildlife sanctuary known for its rich biodiversity.,Mahasamund,6:00 AM - 6:00 PM
Kanger Valley National Park,4.7,700000,2,5,2,0,Chhattisgarh,India,A national park known for its wildlife and caves.,Jagdalpur,6:00 AM - 6:00 PM
Bhoramdeo Temple,4.8,600000,5,2,2,0,Chhattisgarh,India,A temple complex known for its architecture.,Kawardha,6:00 AM - 6:00 PM
Rajim,4.7,500000,5,2,2,0,Chhattisgarh,India,A town known for its religious significance.,Rajim,24 hours
Bastar Palace,4.9,400000,5,2,2,0,Chhattisgarh,India,A palace known for its architecture and history.,Jagdalpur,6:00 AM - 6:00 PM
Mahant Ghasidas Memorial Museum,4.8,300000,5,2,2,0,Chhattisgarh,India,A museum showcasing the history of Chhattisgarh.,Raipur,9:00 AM - 6:00 PM
Dandak Caves,4.7,200000,2,5,2,0,Chhattisgarh,India,A cave known for its natural beauty and formations.,Dantewada,6:00 AM - 6:00 PM
Sirpur,4.6,150000,5,2,2,0,Chhattisgarh,India,A town known for its historical significance.,Mahasamund,24 hours
Sitanadi Wildlife Sanctuary,4.8,100000,2,5,2,0,Chhattisgarh,India,A wildlife sanctuary known for its rich biodiversity.,Dhamtari,6:00 AM - 6:00 PM
Gadiya Mountain,4.7,90000,2,5,2,0,Chhattisgarh,India,A mountain known for its scenic beauty.,Kanker,24 hours
Dongargarh,4.8,80000,5,2,2,0,Chhattisgarh,India,A town known for its temples and religious significance.,Dongargarh,24 hours
Raipur,4.7,70000,2,2,2,0,Chhattisgarh,India,The capital city of Chhattisgarh.,Raipur,24 hours
Dhamtari,4.6,60000,2,2,2,0,Chhattisgarh,India,A town known for its scenic beauty and temples.,Dhamtari,24 hours
Bilaspur,4.8,50000,2,2,2,0,Chhattisgarh,India,A city known for its cultural heritage.,Bilaspur,24 hours
Tirathgarh Falls,4.7,40000,2,5,2,0,Chhattisgarh,India,A scenic waterfall located in Bastar.,Jagdalpur,6:00 AM - 6:00 PM
Maitri Bagh,4.8,30000,2,2,2,0,Chhattisgarh,India,A zoo and botanical garden located in Bhilai.,Bhilai,24 hours
Indravati National Park,4.7,20000,2,5,2,0,Chhattisgarh,India,A national park known for its wildlife.,Dantewada,6:00 AM - 6:00 PM
Kailash Caves,4.8,15000,2,5,2,0,Chhattisgarh,India,A cave known for its natural beauty and formations.,Jagdalpur,6:00 AM - 6:00 PM
Narayanpur,4.6,10000,2,2,2,0,Chhattisgarh,India,A town known for its cultural heritage.,Narayanpur,24 hours
Kawardha,4.7,9000,2,5,2,0,Chhattisgarh,India,A town known for its temples and cultural heritage.,Kawardha,24 hours
Amritdhara Waterfall,4.8,8000,2,5,2,0,Chhattisgarh,India,A scenic waterfall located in Koriya.,Koriya,24 hours
Ratanpur,4.7,7000,5,2,2,0,Chhattisgarh,India,A town known for its temples and cultural heritage.,Ratanpur,24 hours
Mainpat,4.6,6000,2,5,2,0,Chhattisgarh,India,A hill station known for its natural beauty.,Mainpat,24 hours
Sarguja,4.8,5000,2,5,2,0,Chhattisgarh,India,A town known for its temples and cultural heritage.,Ambikapur,24 hours
Khutaghat Dam,4.7,4000,2,5,2,0,Chhattisgarh,India,A dam known for its scenic beauty.,Bilaspur,24 hours
Kunkuri,4.6,3000,2,2,2,0,Chhattisgarh,India,A town known for its cultural heritage.,Jashpur,24 hours
Chaiturgarh,4.8,2000,5,2,2,0,Chhattisgarh,India,A fort known for its historical significance.,Bilaspur,6:00 AM - 6:00 PM
Rudra Shiva Statue,4.7,1000,2,5,2,0,Chhattisgarh,India,A statue known for its religious significance.,Raipur,24 hours
Rajpuri Waterfall,4.6,900,2,5,2,0,Chhattisgarh,India,A scenic waterfall located in Jashpur.,Jashpur,24 hours
Mahabodhi Temple,4.9,1000000,5,2,2,0,Bihar,India,A UNESCO World Heritage site and a major pilgrimage site for Buddhists.,Bodh Gaya,6:00 AM - 6:00 PM
Nalanda University,4.8,900000,5,2,2,0,Bihar,India,An ancient center of learning and a UNESCO World Heritage site.,Nalanda,6:00 AM - 6:00 PM
Vikramshila Ruins,4.7,800000,5,2,2,0,Bihar,India,The ruins of an ancient university.,Bhagalpur,6:00 AM - 6:00 PM
Bodh Gaya,4.8,700000,5,2,2,0,Bihar,India,A town known for its association with Lord Buddha.,Bodh Gaya,24 hours
Rajgir,4.7,600000,5,2,2,0,Bihar,India,A town known for its historical and religious significance.,Rajgir,24 hours
Vaishali,4.9,500000,5,2,2,0,Bihar,India,An ancient city known for its association with Lord Buddha.,Vaishali,24 hours
Patna Sahib,4.8,400000,5,2,2,0,Bihar,India,A Sikh pilgrimage site and one of the holiest Takhts.,Patna,5:00 AM - 9:00 PM
Bihar Museum,4.7,300000,2,2,2,0,Bihar,India,A museum showcasing the history and culture of Bihar.,Patna,9:00 AM - 6:00 PM
Navlakha Palace,4.6,200000,5,2,2,0,Bihar,India,A palace known for its architecture and history.,Rajnagar,24 hours
Jal Mandir,4.8,150000,5,2,2,0,Bihar,India,A Jain temple located in Pawapuri.,Pawapuri,6:00 AM - 6:00 PM
Sanjay Gandhi Jaivik Udyan,4.7,100000,2,5,2,0,Bihar,India,A zoo and botanical garden located in Patna.,Patna,9:00 AM - 6:00 PM
Sher Shah Suri Tomb,4.8,90000,5,2,2,0,Bihar,India,A tomb built in memory of Sher Shah Suri.,Sasaram,6:00 AM - 6:00 PM
Barabar Caves,4.7,80000,5,2,2,0,Bihar,India,Ancient rock-cut caves dating back to the Mauryan period.,Jehanabad,6:00 AM - 6:00 PM
Kesaria Stupa,4.6,70000,5,2,2,0,Bihar,India,An ancient stupa located in Kesaria.,Kesaria,6:00 AM - 6:00 PM
Kanwar Lake Bird Sanctuary,4.8,60000,2,5,2,0,Bihar,India,A bird sanctuary located in Begusarai.,Begusarai,6:00 AM - 6:00 PM
Patna Planetarium,4.7,50000,2,2,2,0,Bihar,India,A planetarium located in Patna.,Patna,9:00 AM - 6:00 PM
Munger Fort,4.8,40000,5,2,2,0,Bihar,India,A fort located in the town of Munger.,Munger,24 hours
Takht Sri Patna Sahib,4.7,30000,5,2,2,0,Bihar,India,A Sikh pilgrimage site located in Patna.,Patna,5:00 AM - 9:00 PM
Maner Sharif,4.8,20000,5,2,2,0,Bihar,India,A town known for its historical and religious significance.,Patna,24 hours
Patan Devi,4.6,15000,5,2,2,0,Bihar,India,A Hindu temple located in Patna.,Patna,6:00 AM - 6:00 PM
Golghar,4.7,10000,5,2,2,0,Bihar,India,A granary located in Patna.,Patna,9:00 AM - 6:00 PM
Gaya,4.8,9000,5,2,2,0,Bihar,India,A town known for its association with Lord Buddha.,Gaya,24 hours
Chandraprabha Wildlife Sanctuary,4.7,8000,2,5,2,0,Bihar,India,A wildlife sanctuary located in the Kaimur district.,Kaimur,6:00 AM - 6:00 PM
Valmiki National Park,4.6,7000,2,5,2,0,Bihar,India,A national park located in the West Champaran district.,West Champaran,6:00 AM - 6:00 PM
Madhubani,4.8,6000,2,2,2,0,Bihar,India,A town known for its art and culture.,Madhubani,24 hours
Buxar Fort,4.7,5000,5,2,2,0,Bihar,India,A fort located in the town of Buxar.,Buxar,6:00 AM - 6:00 PM
Pawapuri,4.6,4000,5,2,2,0,Bihar,India,A town known for its association with Lord Mahavira.,Pawapuri,24 hours
Bhimbandh Wildlife Sanctuary,4.8,3000,2,5,2,0,Bihar,India,A wildlife sanctuary located in the Munger district.,Munger,6:00 AM - 6:00 PM
Kaimur Wildlife Sanctuary,4.7,2000,2,5,2,0,Bihar,India,A wildlife sanctuary located in the Kaimur district.,Kaimur,6:00 AM - 6:00 PM
Darbhanga,4.6,1000,2,2,2,0,Bihar,India,A city known for its cultural heritage.,Darbhanga,6:00 AM - 6:00 PM
Neermahal,4.8,400000,5,2,2,0,Tripura,India,A former royal palace located in the middle of Rudrasagar Lake.,Rudrasagar,9:00 AM - 5:00 PM
Ujjayanta Palace,4.7,350000,5,2,2,0,Tripura,India,A royal palace and museum in Agartala.,Agartala,10:00 AM - 5:00 PM
Tripura Sundari Temple,4.6,300000,5,2,2,0,Tripura,India,A Hindu temple dedicated to Goddess Tripura Sundari.,Udaipur,6:00 AM - 8:00 PM
Sepahijala Wildlife Sanctuary,4.7,250000,2,5,2,0,Tripura,India,A wildlife sanctuary known for its diverse flora and fauna.,Sepahijala,8:00 AM - 4:00 PM
Jampui Hills,4.8,200000,2,5,2,0,Tripura,India,A hill range known for its scenic beauty.,Kanchanpur,24 hours
Unakoti,4.7,150000,5,2,2,0,Tripura,India,An ancient site known for its rock carvings.,Unakoti,6:00 AM - 6:00 PM
Chabimura,4.6,100000,2,5,2,0,Tripura,India,A site known for its rock carvings and sculptures.,Amarpur,6:00 AM - 6:00 PM
Pilak,4.8,90000,5,2,2,0,Tripura,India,An archaeological site with ancient ruins.,Jolaibari,6:00 AM - 6:00 PM
Dumboor Lake,4.7,80000,2,5,2,0,Tripura,India,A lake known for its scenic beauty and water sports.,Gandacherra,24 hours
Kamalasagar,4.6,70000,2,2,2,0,Tripura,India,A town known for its scenic beauty and cultural heritage.,Kamalasagar,6:00 AM - 6:00 PM
Trishna Wildlife Sanctuary,4.8,60000,2,5,2,0,Tripura,India,A wildlife sanctuary known for its rich biodiversity.,Belonia,8:00 AM - 4:00 PM
Bhubaneswari Temple,4.7,50000,5,2,2,0,Tripura,India,A temple dedicated to Goddess Bhubaneswari.,Udaipur,6:00 AM - 6:00 PM
Kunjaban Palace,4.6,40000,5,2,2,0,Tripura,India,A palace known for its architecture and history.,Agartala,10:00 AM - 5:00 PM
Buddha Temple,4.8,30000,5,2,2,0,Tripura,India,A Buddhist temple located in Agartala.,Agartala,6:00 AM - 6:00 PM
Boxanagar,4.7,20000,5,2,2,0,Tripura,India,An archaeological site with ancient ruins.,Boxanagar,6:00 AM - 6:00 PM
Devtamura,4.6,15000,2,5,2,0,Tripura,India,A site known for its rock carvings and sculptures.,Amarpur,6:00 AM - 6:00 PM
Rose Valley Amusement Park,4.8,10000,2,2,5,0,Tripura,India,An amusement park located in Agartala.,Agartala,10:00 AM - 6:00 PM
Heritage Park,4.7,9000,2,2,2,0,Tripura,India,A park showcasing the cultural heritage of Tripura.,Agartala,8:00 AM - 4:00 PM
Gomati Wildlife Sanctuary,4.6,8000,2,5,2,0,Tripura,India,A wildlife sanctuary known for its rich biodiversity.,Gomati,8:00 AM - 4:00 PM
Hatakaijao,4.8,7000,2,5,2,0,Tripura,India,A village known for its scenic beauty and cultural heritage.,Kanchanpur,24 hours
Fulkumari,4.7,6000,2,2,2,0,Tripura,India,A town known for its scenic beauty and cultural heritage.,Fulkumari,24 hours
Kalapania Nature Park,4.6,5000,2,5,2,0,Tripura,India,A nature park located in North Tripura.,Panisagar,8:00 AM - 4:00 PM
Baramura Eco Park,4.8,4000,2,5,2,0,Tripura,India,An eco park located in the Baramura hill range.,Baramura,8:00 AM - 4:00 PM
Malancha Niwas,4.7,3000,5,2,2,0,Tripura,India,A palace known for its architecture and history.,Agartala,10:00 AM - 5:00 PM
Udaipur,4.6,2000,2,2,2,0,Tripura,India,A town known for its historical and religious significance.,Udaipur,24 hours
Mahamuni Pagoda,4.8,1500,5,2,2,0,Tripura,India,A Buddhist pagoda located in Manubankul.,Manubankul,6:00 AM - 6:00 PM
Sukanta Academy,4.7,1000,2,2,2,0,Tripura,India,An academy promoting science and culture.,Agartala,10:00 AM - 5:00 PM
Rasikbil,4.6,900,2,5,2,0,Tripura,India,A lake known for its scenic beauty and bird watching.,Rasikbil,24 hours
Bhubaneshwari Temple,4.8,800,5,2,2,0,Tripura,India,A temple dedicated to Goddess Bhubaneswari.,Udaipur,6:00 AM - 6:00 PM
Birchandra Manu,4.7,700,2,2,2,0,Tripura,India,A village known for its scenic beauty and cultural heritage.,Birchandra Manu,24 hours
Cherrapunji,4.9,1000000,2,5,2,0,Meghalaya,India,A town known for its heavy rainfall and scenic beauty.,Cherrapunji,6:00 AM - 6:00 PM
Nohkalikai Falls,4.8,900000,2,5,2,0,Meghalaya,India,A waterfall known for its breathtaking drop.,Cherrapunji,6:00 AM - 6:00 PM
Living Root Bridges,4.7,800000,2,5,2,0,Meghalaya,India,Bridges made from the roots of living trees.,Cherrapunji,24 hours
Mawlynnong,4.8,700000,2,5,2,0,Meghalaya,India,A village known as the cleanest village in Asia.,Mawlynnong,24 hours
Umiam Lake,4.7,600000,2,5,2,0,Meghalaya,India,A lake known for its scenic beauty and water sports.,Shillong,6:00 AM - 6:00 PM
Shillong Peak,4.9,500000,2,5,2,0,Meghalaya,India,A viewpoint offering panoramic views of Shillong.,Shillong,6:00 AM - 6:00 PM
Elephant Falls,4.8,400000,2,5,2,0,Meghalaya,India,A waterfall located near Shillong.,Shillong,6:00 AM - 6:00 PM
Dawki,4.7,300000,2,5,2,0,Meghalaya,India,A town known for its crystal-clear river.,Dawki,24 hours
Mawsmai Cave,4.6,200000,2,5,2,0,Meghalaya,India,A limestone cave with impressive formations.,Cherrapunji,6:00 AM - 6:00 PM
Double Decker Living Root Bridge,4.8,150000,2,5,2,0,Meghalaya,India,A unique bridge made from the roots of living trees.,Cherrapunji,6:00 AM - 6:00 PM
Balpakram National Park,4.7,100000,2,5,2,0,Meghalaya,India,A national park known for its rich biodiversity.,Baghmara,6:00 AM - 6:00 PM
Ward's Lake,4.8,90000,2,5,2,0,Meghalaya,India,A lake and park located in Shillong.,Shillong,6:00 AM - 6:00 PM
Don Bosco Museum,4.7,80000,2,2,2,0,Meghalaya,India,A museum showcasing the culture of Northeast India.,Shillong,9:00 AM - 5:00 PM
Mawphlang Sacred Forest,4.6,70000,2,5,2,0,Meghalaya,India,A sacred forest known for its biodiversity.,Mawphlang,6:00 AM - 6:00 PM
Siju Caves,4.8,60000,2,5,2,0,Meghalaya,India,A limestone cave with impressive formations.,Baghmara,6:00 AM - 6:00 PM
Laitlum Canyons,4.7,50000,2,5,2,0,Meghalaya,India,A viewpoint offering panoramic views of the canyons.,Shillong,6:00 AM - 6:00 PM
Nartiang Monoliths,4.8,40000,5,5,2,0,Meghalaya,India,Ancient monoliths located in Nartiang.,Nartiang,24 hours
Thangkharang Park,4.7,30000,2,5,2,0,Meghalaya,India,A park known for its scenic beauty.,Cherrapunji,6:00 AM - 6:00 PM
Jakrem Hot Springs,4.8,20000,2,5,2,0,Meghalaya,India,Hot springs known for their therapeutic properties.,Jakrem,6:00 AM - 6:00 PM
Mawkdok Dympep Valley,4.6,15000,2,5,2,0,Meghalaya,India,A valley known for its scenic beauty.,Cherrapunji,6:00 AM - 6:00 PM
Shillong Golf Course,4.7,10000,2,5,2,0,Meghalaya,India,A golf course located in Shillong.,Shillong,6:00 AM - 6:00 PM
Kyllang Rock,4.8,9000,2,5,2,0,Meghalaya,India,A massive rock formation located in West Khasi Hills.,Nongstoin,6:00 AM - 6:00 PM
Spread Eagle Falls,4.7,8000,2,5,2,0,Meghalaya,India,A waterfall located in Shillong.,Shillong,6:00 AM - 6:00 PM
Nongkhnum Island,4.6,7000,2,5,2,0,Meghalaya,India,An island known for its scenic beauty.,Nongstoin,24 hours
Bishop Falls,4.8,6000,2,5,2,0,Meghalaya,India,A waterfall located in Shillong.,Shillong,6:00 AM - 6:00 PM
Nongriat,4.7,5000,2,5,2,0,Meghalaya,India,A village known for its living root bridges.,Nongriat,24 hours
Mawjymbuin Cave,4.6,4000,2,5,2,0,Meghalaya,India,A cave known for its impressive formations.,Mawsynram,6:00 AM - 6:00 PM
Phan Nonglait Park,4.8,3000,2,5,2,0,Meghalaya,India,A park located in Shillong.,Shillong,6:00 AM - 6:00 PM
Sweet Falls,4.7,2000,2,5,2,0,Meghalaya,India,A waterfall located in Shillong.,Shillong,6:00 AM - 6:00 PM
Ranikor,4.6,1000,2,5,2,0,Meghalaya,India,A town known for its scenic beauty.,Ranikor,24 hours
Loktak Lake,4.9,800000,2,5,2,0,Manipur,India,A large freshwater lake known for its floating islands.,Imphal,6:00 AM - 6:00 PM
Kangla Fort,4.8,750000,5,2,2,0,Manipur,India,A historic fort located in Imphal.,Imphal,6:00 AM - 6:00 PM
Keibul Lamjao National Park,4.7,700000,2,5,2,0,Manipur,India,A national park known for its rich biodiversity.,Bishnupur,6:00 AM - 6:00 PM
Shirui Kashong Peak,4.8,650000,2,5,2,0,Manipur,India,A peak known for its scenic beauty and rare flowers.,Ukhrul,24 hours
Ima Keithel Women's Market,4.7,600000,2,2,5,0,Manipur,India,A market run exclusively by women.,Imphal,6:00 AM - 6:00 PM
Shree Govindajee Temple,4.9,550000,5,2,2,0,Manipur,India,A Hindu temple dedicated to Lord Govindajee.,Imphal,6:00 AM - 6:00 PM
Andro,4.8,500000,5,2,2,0,Manipur,India,A village known for its pottery and traditional houses.,Imphal,6:00 AM - 6:00 PM
Khonghampat Orchidarium,4.7,450000,2,5,2,0,Manipur,India,An orchidarium showcasing a variety of orchids.,Imphal,9:00 AM - 5:00 PM
Khongjom War Memorial,4.6,400000,5,2,2,0,Manipur,India,A war memorial commemorating the Anglo-Manipur War.,Imphal,6:00 AM - 6:00 PM
Zoological Garden,4.8,350000,2,2,2,0,Manipur,India,A zoological garden located in Imphal.,Imphal,9:00 AM - 5:00 PM
Singda Dam,4.7,300000,2,5,2,0,Manipur,India,A dam known for its scenic beauty and recreational activities.,Imphal,6:00 AM - 6:00 PM
Sanamahi Temple,4.8,250000,2,2,2,0,Manipur,India,A temple dedicated to the Sanamahi deity.,Imphal,6:00 AM - 6:00 PM
Leimapokpam Keirungba Temple,4.7,200000,5,2,2,0,Manipur,India,A temple known for its architectural beauty.,Imphal,6:00 AM - 6:00 PM
Phubala,4.6,150000,2,5,2,0,Manipur,India,A village known for its scenic beauty and traditional culture.,Bishnupur,24 hours
Sambal-Lei-Sekpil Garden,4.8,100000,2,2,2,0,Manipur,India,A garden known for its unique topiary work.,Imphal,9:00 AM - 5:00 PM
Tharon Cave,4.7,90000,5,5,2,0,Manipur,India,A limestone cave with impressive formations.,Tamenglong,6:00 AM - 6:00 PM
Red Hill - Lokpaching,4.8,80000,5,5,2,0,Manipur,India,A historic site associated with World War II.,Imphal,24 hours
Cheirao Ching,4.7,70000,2,5,2,0,Manipur,India,A hill known for its scenic beauty and trekking opportunities.,Imphal,24 hours
Loukoipat Ecological Park,4.8,60000,2,5,2,0,Manipur,India,An ecological park known for its rich biodiversity.,Bishnupur,6:00 AM - 6:00 PM
ISKCON Temple,4.6,50000,5,2,2,0,Manipur,India,A temple dedicated to Lord Krishna.,Imphal,6:00 AM - 6:00 PM
Manipur State Museum,4.7,40000,2,2,2,0,Manipur,India,A museum showcasing the history and culture of Manipur.,Imphal,9:00 AM - 5:00 PM
Langthabal,4.8,30000,5,2,2,0,Manipur,India,A historic site known for its ancient ruins.,Imphal,24 hours
Kangla Museum,4.7,20000,5,2,2,0,Manipur,India,A museum located within the Kangla Fort complex.,Imphal,9:00 AM - 5:00 PM
Koubru Leikha,4.6,15000,5,2,2,0,Manipur,India,A mountain known for its scenic beauty and trekking opportunities.,Senapati,24 hours
Ebudhou Thangjing Temple,4.8,10000,5,2,2,0,Manipur,India,A temple dedicated to the Thangjing deity.,Imphal,6:00 AM - 6:00 PM
Hijagang,4.7,9000,2,5,2,0,Manipur,India,A village known for its scenic beauty and traditional culture.,Imphal,24 hours
Waithou Lake,4.6,8000,2,5,2,0,Manipur,India,A lake known for its scenic beauty and bird watching.,Imphal,24 hours
Keibul Lamjao National Park,4.8,7000,2,5,2,0,Manipur,India,A national park known for its rich biodiversity.,Bishnupur,6:00 AM - 6:00 PM
Moirang,4.7,6000,2,5,2,0,Manipur,India,A town known for its association with the Indian National Army.,Bishnupur,24 hours
Ukhrul,4.6,5000,2,5,2,0,Manipur,India,A town known for its scenic beauty and traditional culture.,Ukhrul,24 hours
Kohima,4.9,900000,5,2,2,0,Nagaland,India,"The capital city of Nagaland, known for its scenic beauty and historical significance.",Kohima,24 hours
Dimapur,4.8,850000,5,2,2,0,Nagaland,India,A major city known for its vibrant culture and historical sites.,Dimapur,24 hours
Mokokchung,4.7,800000,2,5,2,0,Nagaland,India,A town known for its rich cultural heritage and scenic beauty.,Mokokchung,6:00 AM - 6:00 PM
Mon,4.8,750000,2,5,2,0,Nagaland,India,A town known for its unique culture and scenic beauty.,Mon,24 hours
Wokha,4.7,700000,2,5,2,0,Nagaland,India,A town known for its picturesque landscapes.,Wokha,24 hours
Khonoma Village,4.9,650000,5,5,2,0,Nagaland,India,A village known for its rich cultural heritage and scenic beauty.,Kohima,24 hours
Dzukou Valley,4.8,600000,2,5,2,0,Nagaland,India,A valley known for its stunning landscapes and trekking routes.,Kohima,6:00 AM - 6:00 PM
Tuophema Tourist Village,4.7,550000,5,5,2,0,Nagaland,India,A village known for its traditional Naga culture.,Kohima,24 hours
Japfu Peak,4.6,500000,2,5,2,0,Nagaland,India,A peak known for its scenic beauty and trekking routes.,Kohima,24 hours
Longleng,4.8,450000,2,5,2,0,Nagaland,India,A town known for its scenic beauty and traditional culture.,Longleng,24 hours
Peren,4.7,400000,2,5,2,0,Nagaland,India,A town known for its scenic beauty and rich biodiversity.,Peren,24 hours
Kiphire,4.8,350000,2,5,2,0,Nagaland,India,A town known for its scenic beauty and cultural heritage.,Kiphire,24 hours
Zunheboto,4.7,300000,2,5,2,0,Nagaland,India,A town known for its traditional Naga culture.,Zunheboto,24 hours
Meluri,4.6,250000,2,5,2,0,Nagaland,India,A town known for its scenic beauty and traditional culture.,Meluri,24 hours
Nagaland State Museum,4.8,200000,5,2,2,0,Nagaland,India,A museum showcasing the history and culture of Nagaland.,Kohima,9:00 AM - 5:00 PM
Shilloi Lake,4.7,150000,2,5,2,0,Nagaland,India,A lake known for its scenic beauty and cultural significance.,Phek,24 hours
Saramati Peak,4.8,100000,2,5,2,0,Nagaland,India,A peak known for its scenic beauty and trekking routes.,Kiphire,24 hours
Tokhu Emong,4.7,90000,5,2,2,0,Nagaland,India,A festival celebrating the harvest season in Wokha.,Wokha,24 hours
Kohima War Cemetery,4.8,80000,5,2,2,0,Nagaland,India,A cemetery commemorating the soldiers of World War II.,Kohima,24 hours
Chumukedima,4.6,70000,2,5,2,0,Nagaland,India,A town known for its scenic beauty and cultural heritage.,Dimapur,24 hours
Ruzaphema,4.7,60000,2,5,2,0,Nagaland,India,A town known for its traditional crafts and scenic beauty.,Dimapur,24 hours
Benreu,4.8,50000,2,5,2,0,Nagaland,India,A village known for its traditional Naga culture.,Peren,24 hours
Pfutsero,4.7,40000,2,5,2,0,Nagaland,India,A town known for its scenic beauty and traditional culture.,Phek,24 hours
Tseminyu,4.6,30000,2,5,2,0,Nagaland,India,A town known for its rich cultural heritage.,Tseminyu,24 hours
Intanki National Park,4.8,20000,2,5,2,0,Nagaland,India,A national park known for its rich biodiversity.,Peren,6:00 AM - 6:00 PM
Pulie Badze,4.7,15000,2,5,2,0,Nagaland,India,A peak known for its scenic beauty and trekking routes.,Kohima,24 hours
Veda Peak,4.6,10000,2,5,2,0,Nagaland,India,A peak known for its scenic beauty and trekking routes.,Mon,24 hours
Langpangkong Caves,4.8,9000,2,5,2,0,Nagaland,India,A cave known for its impressive formations.,Mokokchung,24 hours
Kachari Ruins,4.7,8000,5,2,2,0,Nagaland,India,Ruins of an ancient city located in Dimapur.,Dimapur,24 hours
Fakim Wildlife Sanctuary,4.6,7000,2,5,2,0,Nagaland,India,A wildlife sanctuary known for its rich biodiversity.,Kiphire,6:00 AM - 6:00 PM
Tawang Monastery,4.9,800000,5,2,2,0,Arunachal Pradesh,India,"A monastery located in Tawang, known for its spiritual significance and scenic beauty.",Tawang,6:00 AM - 6:00 PM
Sela Pass,4.8,750000,2,5,2,0,Arunachal Pradesh,India,A high-altitude mountain pass known for its scenic beauty.,Tawang,24 hours
Ziro Valley,4.7,700000,2,5,2,0,Arunachal Pradesh,India,A valley known for its picturesque landscapes and rich cultural heritage.,Ziro,24 hours
Namdapha National Park,4.8,650000,2,5,2,0,Arunachal Pradesh,India,A national park known for its rich biodiversity.,Changlang,6:00 AM - 6:00 PM
Bomdila Monastery,4.7,600000,5,2,2,0,Arunachal Pradesh,India,"A monastery located in Bomdila, known for its spiritual significance.",Bomdila,6:00 AM - 6:00 PM
Dirang,4.9,550000,2,5,2,0,Arunachal Pradesh,India,A town known for its scenic beauty and traditional culture.,West Kameng,24 hours
Itanagar,4.8,500000,5,2,2,0,Arunachal Pradesh,India,"The capital city of Arunachal Pradesh, known for its cultural heritage.",Itanagar,24 hours
Roing,4.7,450000,2,5,2,0,Arunachal Pradesh,India,A town known for its picturesque landscapes and adventure activities.,Lower Dibang Valley,24 hours
Pasighat,4.6,400000,2,5,2,0,Arunachal Pradesh,India,A town known for its scenic beauty and rich cultural heritage.,East Siang,24 hours
Along,4.8,350000,2,5,2,0,Arunachal Pradesh,India,A town known for its traditional culture and scenic beauty.,West Siang,24 hours
Mechuka,4.7,300000,2,5,2,0,Arunachal Pradesh,India,A town known for its picturesque landscapes and adventure activities.,West Siang,24 hours
Bhalukpong,4.8,250000,2,5,2,0,Arunachal Pradesh,India,A town known for its scenic beauty and adventure activities.,West Kameng,24 hours
Changlang,4.7,200000,2,5,2,0,Arunachal Pradesh,India,A town known for its rich cultural heritage and picturesque landscapes.,Changlang,24 hours
Anini,4.6,150000,2,5,2,0,Arunachal Pradesh,India,A town known for its scenic beauty and traditional culture.,Dibang Valley,24 hours
Tawang War Memorial,4.8,100000,5,2,2,0,Arunachal Pradesh,India,A war memorial commemorating the soldiers who fought in the Sino-Indian War.,Tawang,6:00 AM - 6:00 PM
Gorichen Peak,4.7,90000,2,5,2,0,Arunachal Pradesh,India,A peak known for its scenic beauty and trekking routes.,Tawang,24 hours
Madhuri Lake,4.8,80000,2,5,2,0,Arunachal Pradesh,India,A lake known for its picturesque landscapes.,Tawang,24 hours
Pakhui Wildlife Sanctuary,4.7,70000,2,5,2,0,Arunachal Pradesh,India,A wildlife sanctuary known for its rich biodiversity.,East Kameng,6:00 AM - 6:00 PM
